record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR003101,2026-06-29,mandi029,Ludhiana,Sarson,"INR 5,644","₹6,425.27",6034.44,"₹5,650.00"
PR009221,2026/04/04,MANDI025,Ambala,Mustard,"₹5,844.54","INR 7,254",6549.27,"₹5,650.00"
PR011436,2026/05/21,mandi055,Bathinda,Rice,"₹2,243.12",2794.25,"2,518.69/-",2183
PR002379,2026-04-27,,Amritsar,धान,"2,236.55/-","2,357.04/-",2296.8,"Rs. 2,183"
PR003169,03/02/2026,MANDI020,Bathinda,सरसों,5046.04,"5,878.40/-","Rs. 5,462","5,650.00/-"
PR005876,24/03/2026,MANDI029,Amritsar,Cotton,"₹6,772.72",7394.03,7083.374191616854,"6,620.00/-"
PR002172,14.06.2026,mandi_034,Ludhiana,गेहूं,"INR 2,200",,"₹2,286.16","Rs. 2,275"
PR004436,2026-06-27,MANDI038,Sirsa,कपास,"6,913.62/-","₹8,129.47",7521.54,6620
PR005800,07/04/2026,MANDI054,,corn,2077.9,"INR 2,249","2,163.42/-",
PR003278,28-Jun-2026,mandi020,Kurukshetra,मक्का,2153.82,"Rs. 2,472","Rs. 2,313",2090
PR004579,03-26-2026,M017,Bathinda,Narma,"Rs. 6,043","₹7,328.17","6,685.45/-",
PR000519,05.03.2026,MANDI026,Hisar,कपास,"₹6,274.14",7098.492692502633,6686.32,6620
PR011076,2026/03/27,047,Ferozepur,Makki,2144.13,2542.04,2343.08,"Rs. 2,090"
PR009663,20.08.2026,MANDI050,Jalandhar,गन्ना,3164.73,"₹3,804.07",3484.398389954566,"INR 3,500"
PR006528,2026-05-03,MANDI-029,Ludhiana,Rice,"2,199.48/-",2667.28,"INR 2,433","₹2,183.00"
PR009063,10.03.2026,MANDI054,Ambala,Cotton,6672.13,"7,630.62/-","₹7,151.37","₹6,620.00"
PR004993,2026-07-15,MANDI-038,Moga,गन्ना,,"INR 3,274",3145.88,"INR 3,500"
PR007941,08/05/2026,,,GEHUN,"₹2,245.53","2,430.17/-",2337.85,"Rs. 2,275"
PR011983,04-12-2026,,Ambala,Sarso,"₹5,837.43",6688.94,6263.185255534114,"5,650.00/-"
PR000143,02-12-2026,MANDI014,Ludhiana,Maize,2009.33,2482.84,"INR 2,246","INR 2,090"
PR011214,26-Aug-2026,052,Sirsa,sugarcane,"Rs. 3,644","Rs. 3,914","INR 3,779",
PR001742,21-Jun-2026,MANDI-053,Amritsar,Kapas,6705.06,"Rs. 7,944","INR 7,324",
PR006101,2026/07/26,MANDI051,Jalandhar,Mustard,"INR 5,696",6413.6643847659025,6054.89,
PR008237,2026-07-09,M005,Fatehabad,Sarso,,"₹6,530.30","₹6,135.27","5,650.00/-"
PR008926,25-Jun-2026,MANDI023,Kurukshetra,Kapas,"₹5,771.04","₹7,107.62",,
PR000823,11/08/2026,,Patiala,चावल,"Rs. 2,143","Rs. 2,638",2390.698794222006,"INR 2,183"
PR000774,05-16-2026,,Bathinda,कपास,6100.21,,"₹6,472.97",6620
PR011082,2026/01/22,MANDI055,Ludhiana,Sarson,"₹4,936.41","₹5,565.52","Rs. 5,251","INR 5,650"
PR003074,04-Jul-2026,mandi_027,Patiala,sugarcane,"₹3,017.33",,3162.98,"₹3,500.00"
PR003082,27.06.2026,mandi_039,Fatehabad,गन्ना,3537.4293905568993,"3,989.00/-",3763.2144883476158,3500
PR011634,18.08.2026,mandi_053,Jalandhar,Sugarcane,3348.66,"Rs. 3,601","Rs. 3,475",
PR011144,05-12-2026,MANDI021,,Cotton,"INR 6,223",6683.05,6452.844508216249,"INR 6,620"
PR008557,2026-04-12,,Karnal,Mustard,"₹5,549.30",5850.15,"INR 5,700","INR 5,650"
PR011644,2026-06-17,mandi046,,Corn,"INR 1,809","Rs. 2,250",2029.44,
PR009727,27/02/2026,M001,Karnal,Kanak,"₹2,047.49","Rs. 2,355","INR 2,201",
PR009303,2026/07/31,,Fatehabad,Makki,"1,777.96/-",2087.5,1932.728585992563,2090
PR011744,01-26-2026,MANDI013,Patiala,Basmati,"INR 1,993","₹2,446.88","Rs. 2,220","₹2,183.00"
PR000356,08-May-2026,MANDI054,Bathinda,mustard,"₹5,876.64",6246.35,"INR 6,061","INR 5,650"
PR001201,06-14-2026,,Ambala,Maize,1995.2,2393.92,"Rs. 2,195","INR 2,090"
PR011185,08-01-2026,MANDI-001,Sirsa,wheat,"Rs. 2,283","2,601.82/-","INR 2,442",2275
PR005730,09/01/2026,mandi_035,Hisar,sugarcane,"Rs. 3,321",3749.35,"3,535.15/-","₹3,500.00"
PR001204,2026-01-19,MANDI014,Patiala,सरसों,"₹5,307.44",,"₹5,442.04","5,650.00/-"
PR002588,26/02/2026,MANDI035,Ferozepur,Basmati,2030.3,,2145.5984923508267,"₹2,183.00"
PR010160,2026-05-14,,Fatehabad,paddy,"₹2,084.10","2,571.20/-","2,327.65/-",2183
PR004180,06-04-2026,mandi_005,,गन्ना,"3,182.61/-","Rs. 3,629","Rs. 3,406",
PR001811,2026-07-15,MANDI026,Hisar,Chawal,2012.13,2351.09734484331,2181.61,"₹2,183.00"
PR008862,2026-03-20,,Hisar,Maize,1777.33,"2,175.98/-","INR 1,977",2090
PR003570,01.08.2026,mandi_022,Ludhiana,Kanak,"INR 2,351","₹2,924.29",2637.51,
PR010095,2026-01-07,MANDI001,Bathinda,Corn,"₹1,792.92","2,086.77/-",1939.84,"₹2,090.00"
PR009455,23.08.2026,M024,Patiala,Mustard,"₹5,220.34","₹5,737.36",5478.85,"5,650.00/-"
PR006750,2026-03-18,mandi_033,Ambala,Mustard,4912.11,5569.05,"5,240.58/-","Rs. 5,650"
PR003053,2026/02/06,mandi_020,Hisar,Narma,"₹6,313.20","INR 7,761",7037.108826286591,6620
PR009010,2026-06-28,MANDI053,Karnal,Kanak,"INR 2,214","INR 2,448","₹2,331.08",2275
PR008476,2026-07-15,MANDI049,Ludhiana,wheat,"INR 2,070","2,270.03/-",2169.969913286424,"Rs. 2,275"
PR006869,28.08.2026,MANDI020,Sirsa,Maize,2016.43,"₹2,156.70",2086.5622828778246,"Rs. 2,090"
PR002070,23-Aug-2026,MANDI038,Ludhiana,Narma,,"7,348.99/-","Rs. 7,001","INR 6,620"
PR008365,2026/05/27,mandi016,,Gehun,"2,244.57/-","Rs. 2,609",,"Rs. 2,275"
PR008435,01-09-2026,MANDI-028,Patiala,गेहूं,2320.2393789162275,2534.22,"Rs. 2,427",2275
PR002673,20/06/2026,MANDI-014,Kurukshetra,कपास,"₹6,799.90","Rs. 8,310","₹7,554.96","₹6,620.00"
PR002555,17-Jul-2026,,,Maize,"₹1,893.12","Rs. 2,339","Rs. 2,116",2090
PR008147,2026/05/27,MANDI-034,Bathinda,सरसों,5864.86,"INR 6,216",6040.293848586203,5650
PR000507,24.05.2026,MANDI013,,Corn,1911.23,2290.62,2100.92,2090
PR005719,2026-03-27,M025,Ludhiana,Makka,"₹2,022.85",2522.34,2272.59,2090
PR007832,2026-04-24,mandi_031,Ludhiana,Gehun,1956.6393757219214,"₹2,334.36","Rs. 2,145","INR 2,275"
PR003323,03.03.2026,019,Moga,mustard,"INR 5,272",6183.52,5727.58,5650
PR004752,18.08.2026,,,गन्ना,"Rs. 3,368",4089.69,"Rs. 3,729",
PR005325,2026/07/20,mandi_019,Kurukshetra,Rice,"Rs. 1,923",2371.23,"₹2,147.10","2,183.00/-"
PR004800,11.05.2026,,Ludhiana,Maize,"INR 1,921","Rs. 2,139",2029.98,2090
PR005514,2026/03/12,mandi_043,Ferozepur,cotton,"INR 5,832",6721.24,"Rs. 6,277","6,620.00/-"
PR004976,2026/02/21,mandi_033,Moga,Corn,"INR 2,032","₹2,265.86","₹2,149.15",
PR007269,09/06/2026,MANDI046,Moga,Kapas,"INR 6,406",6975.42,6690.89,
PR011363,09-06-2026,MANDI031,Moga,मक्का,"INR 2,149","Rs. 2,594",,"Rs. 2,090"
PR010719,2026/05/22,MANDI054,Jalandhar,Mustard,"Rs. 4,988","₹5,598.57","Rs. 5,293","Rs. 5,650"
PR006439,22-Aug-2026,mandi_047,Kurukshetra,Dhaan,"INR 1,877","Rs. 2,254",2065.68,
PR007691,2026/06/24,MANDI055,Karnal,paddy,"1,884.11/-","Rs. 2,178","Rs. 2,031",
PR008039,2026/03/20,MANDI042,Ambala,Narma,,,"₹7,036.64","Rs. 6,620"
PR005240,2026-03-12,,Karnal,Cotton,"Rs. 6,081",7407.52,6744.5,"6,620.00/-"
PR003943,2026/05/05,MANDI002,,Makki,,"₹2,335.02",2178.5927733156095,"Rs. 2,090"
PR006709,15-Jun-2026,mandi008,,cotton,6917.487542879744,8179.54,7548.51,6620
PR006685,09-Aug-2026,M004,Kurukshetra,Wheat,"INR 2,199",2436.33,2317.64,
PR008705,10.04.2026,MANDI-015,Kurukshetra,Mustard,"Rs. 5,462","₹5,873.14","INR 5,668",5650
PR009671,2026-08-26,M045,Jalandhar,WHEAT,"INR 2,380","Rs. 2,530",2455.1,"INR 2,275"
PR000793,01-09-2026,MANDI001,Hisar,Makki,"INR 2,070",2380.43,2225.34,
PR000666,2026-05-12,MANDI054,,Sarson,"₹5,072.51","INR 5,422",5247.06,"Rs. 5,650"
PR002153,2026-05-13,010,Hisar,Chawal,1869.7869067930671,2275.42,"Rs. 2,073","INR 2,183"
PR011790,2026-08-15,MANDI-013,Sirsa,GEHUN,1980.67,2250.09,"INR 2,115",
PR002030,08-25-2026,MANDI018,,Maize,"₹2,150.94",2552.528368710927,"INR 2,352",2090
PR002983,2026-03-19,MANDI012,Karnal,Makki,"Rs. 2,021",2332.6,,"INR 2,090"
PR003308,23/08/2026,MANDI015,Ambala,mustard,5401.76,5731.668793352864,"₹5,566.72",5650
PR011526,01-13-2026,mandi026,Moga,wheat,2079.52,2516.115937247271,2297.82,"2,275.00/-"
PR009313,04-29-2026,MANDI042,,Kanak,2179.08,"₹2,445.60","Rs. 2,312",2275
PR005135,13.03.2026,mandi008,Hisar,Ganna,3411.81,"3,869.01/-",3640.41,"INR 3,500"
PR004777,2026/01/31,mandi045,Amritsar,Sarso,4896.466859441541,5204.36,5050.413892702856,5650
PR002132,09-02-2026,MANDI022,Moga,Makka,"₹2,142.85",2332.61,2237.733769433642,2090
PR001125,02-23-2026,MANDI-036,Hisar,सरसों,5791.040321572948,"Rs. 7,063","INR 6,427","Rs. 5,650"
PR005667,08-12-2026,MANDI006,Kurukshetra,Sarso,"INR 5,333","Rs. 6,638","INR 5,985","5,650.00/-"
PR002125,2026-02-16,MANDI005,Moga,cotton,6719.827019529109,"Rs. 7,803","Rs. 7,261","₹6,620.00"
PR007474,2026-03-22,,Kurukshetra,Makka,"1,781.33/-","1,929.37/-","₹1,855.35",
PR001485,04-20-2026,MANDI051,,Kapas,"6,205.58/-","Rs. 6,862",6533.885359599934,6620
PR008521,01-11-2026,MANDI037,Ambala,Sugarcane,"₹3,467.84",4069.45,3768.64,3500
PR000452,2026-06-29,M055,Ambala,Cotton,"INR 6,570","Rs. 8,019",7294.53,6620
PR010979,09-Apr-2026,MANDI003,,Kanak,"2,232.08/-",,"Rs. 2,291",2275
PR003081,23-Mar-2026,042,Fatehabad,Mustard,"₹5,738.80","Rs. 6,889","₹6,313.88",5650
PR009394,2026-04-05,MANDI-009,Amritsar,sugarcane,"3,521.32/-","3,702.65/-","₹3,611.99","INR 3,500"
PR004904,2026/03/08,,Moga,गन्ना,"Rs. 3,125",,"INR 3,466",3500
PR003548,2026-07-02,009,Patiala,Ganne,3152.57,3455.26,3303.9168825397246,"₹3,500.00"
PR008923,31/03/2026,,Bathinda,WHEAT,"Rs. 2,287",,"Rs. 2,498","Rs. 2,275"
PR005954,2026-03-13,MANDI042,Kurukshetra,चावल,"Rs. 2,280","2,463.07/-","2,371.72/-","₹2,183.00"
PR001271,05-05-2026,MANDI028,Amritsar,धान,"₹1,886.94","INR 2,066",1976.51,"INR 2,183"
PR003043,22-Mar-2026,mandi_014,,Mustard,"Rs. 5,471",5756.24,"5,613.58/-","₹5,650.00"
PR003223,11-Jun-2026,MANDI052,Patiala,Ganne,"INR 3,349","4,086.83/-","Rs. 3,718","Rs. 3,500"
PR002310,02.02.2026,mandi_002,Kurukshetra,WHEAT,2200.59,"₹2,496.93",2348.760117288686,
PR011712,15.05.2026,MANDI051,Amritsar,Mustard,"Rs. 5,883","6,445.15/-","Rs. 6,164",5650
PR003713,08/02/2026,MANDI004,Hisar,सरसों,"5,607.11/-","Rs. 6,447","6,026.96/-","₹5,650.00"
PR000798,04.07.2026,MANDI-030,Bathinda,गन्ना,"Rs. 3,609",4369.34,3989.0752752604767,"INR 3,500"
PR002311,2026/06/10,mandi_026,Fatehabad,सरसों,"5,569.12/-","Rs. 6,551","Rs. 6,060","INR 5,650"
PR004351,20/08/2026,mandi026,Bathinda,कपास,6813.65,"₹7,249.46","₹7,031.55","6,620.00/-"
PR008493,2026-07-07,,,Cotton,"₹5,750.32","Rs. 6,109",5929.5508361014345,6620
PR003437,20-Jul-2026,MANDI049,Hisar,mustard,4868.07,"INR 5,624","₹5,246.22",
PR009744,18-May-2026,M024,Hisar,Narma,6858.48,"Rs. 7,982","Rs. 7,420","₹6,620.00"
PR002389,2026-06-29,MANDI037,Patiala,धान,"INR 2,197","INR 2,382",2289.29,2183
PR005045,2026-04-07,mandi_057,Fatehabad,cotton,,"INR 7,081",6598.99,"6,620.00/-"
PR010319,07-09-2026,mandi_041,Bathinda,चावल,"2,002.39/-","INR 2,179",2090.47,"Rs. 2,183"
PR009788,27/05/2026,MANDI024,Ambala,corn,1793.85,2124.66,1959.25,"Rs. 2,090"
PR010210,13.07.2026,MANDI041,Patiala,गेहूं,"₹2,170.58","2,301.80/-","Rs. 2,236","₹2,275.00"
PR007223,2026-01-19,MANDI048,,WHEAT,"INR 2,081","₹2,261.43","Rs. 2,171",2275
PR009270,19/01/2026,MANDI-031,Ludhiana,Ganna,3206.59,"Rs. 3,476",3341.49,
PR008198,28-Mar-2026,MANDI-042,Fatehabad,Ganna,3401.57,3696.45,3549.01,"3,500.00/-"
PR000435,01/01/2026,M047,Ludhiana,Narma,"INR 5,734",6167.06,5950.3,"Rs. 6,620"
PR009982,08/07/2026,M025,Kurukshetra,गेहूं,"₹1,955.46","Rs. 2,222",2088.945005987087,"Rs. 2,275"
PR008189,31/01/2026,,Ambala,Makki,2088.12,"Rs. 2,220",2154.058452170897,2090
PR003959,2026-07-01,MANDI004,Amritsar,Chawal,"Rs. 2,053","Rs. 2,482",2267.277682406697,"INR 2,183"
PR008560,03-01-2026,MANDI002,Patiala,sugarcane,"3,357.69/-",3540.06,"₹3,448.88",
PR007146,07.09.2026,mandi034,Sirsa,Kanak,2325.14,"Rs. 2,610",2467.3257101551226,2275
PR003871,2026/03/19,M019,Ambala,mustard,,"INR 6,148","INR 5,607",
PR005076,27.07.2026,MANDI038,Patiala,Rice,"INR 1,933",2193.28,2063.338361229852,2183
PR006886,15.06.2026,,Ambala,चावल,"₹2,162.25","Rs. 2,687",2424.38,
PR007760,21-Mar-2026,M049,,Sarson,"₹5,736.71",6387.7315270769195,"Rs. 6,062","₹5,650.00"
PR006999,27/05/2026,mandi_033,Moga,गेहूं,"₹1,988.75","INR 2,474","2,231.27/-",
PR010092,08.08.2026,034,,धान,"2,069.31/-",2395.86,"INR 2,233",
PR004177,2026-01-14,M030,Bathinda,Sarson,5513.84,6551.663187709396,"₹6,032.75","5,650.00/-"
PR011884,06.04.2026,mandi039,Bathinda,Ganne,"3,433.29/-","3,813.56/-","Rs. 3,623","Rs. 3,500"
PR008324,2026-05-11,mandi_052,Ludhiana,Maize,"2,178.77/-","INR 2,397","2,288.08/-","₹2,090.00"
PR008742,2026-05-13,MANDI048,Bathinda,Ganna,,3829.995792526834,"₹3,646.93","₹3,500.00"
PR007615,01-Jan-2026,MANDI008,,mustard,5579.671647451536,"Rs. 6,616","₹6,097.65","Rs. 5,650"
PR008063,10.05.2026,,Amritsar,गन्ना,"Rs. 3,407","INR 3,992","₹3,699.33",3500
PR009005,11/06/2026,MANDI041,Karnal,कपास,"INR 6,798","₹7,364.26","₹7,081.13",6620
PR002876,2026-01-04,MANDI005,Patiala,सरसों,5631.19948807676,"INR 6,985",6307.9312294265,"Rs. 5,650"
PR008930,2026-01-03,MANDI042,,Mustard,5697.91,"INR 6,040","₹5,869.20",5650
PR009418,02-12-2026,MANDI012,Amritsar,cotton,"₹6,740.73",7863.3,"INR 7,302","Rs. 6,620"
PR007344,13/04/2026,MANDI016,Ferozepur,Basmati,"₹1,975.47","₹2,335.10",2155.29,"Rs. 2,183"
PR008377,2026-08-20,MANDI019,Sirsa,Dhaan,"INR 1,973","Rs. 2,355",2163.93,
PR001507,08-22-2026,MANDI038,Jalandhar,Paddy,2002.02,"INR 2,192","₹2,096.79",
PR008184,2026-08-03,MANDI-006,,गन्ना,"Rs. 3,229","INR 3,398","INR 3,314",3500
PR010013,05/02/2026,MANDI031,Hisar,कपास,"6,597.25/-","Rs. 7,566","INR 7,081","INR 6,620"
PR000626,2026-01-05,MANDI028,Kurukshetra,धान,"₹2,075.60","Rs. 2,282","Rs. 2,179","2,183.00/-"
PR008989,27-Jul-2026,049,Ferozepur,sugarcane,"3,270.04/-",3883.79,3576.912962314387,
PR005455,2026/08/30,M045,Kurukshetra,Maize,"INR 2,089","₹2,565.25","Rs. 2,327","₹2,090.00"
PR004565,01-13-2026,MANDI054,Sirsa,Chawal,1993.77,"INR 2,205",2099.51,2183
PR006508,06-17-2026,MANDI-026,,Sarson,4939.0,"₹5,581.89",5260.44,5650
PR006237,2026-09-05,017,,Basmati,2203.03,"₹2,740.33","INR 2,472",2183
PR004874,23/04/2026,MANDI022,Bathinda,Sarso,5168.9,"INR 5,851","Rs. 5,510","INR 5,650"
PR006671,13/05/2026,mandi_041,Kurukshetra,गन्ना,"₹3,289.20","INR 3,630","₹3,459.52","3,500.00/-"
PR011202,2026-05-04,MANDI040,Karnal,Dhaan,1922.21,"INR 2,343","₹2,132.79",
PR010522,2026-07-20,,Ludhiana,चावल,"INR 2,286","₹2,449.31",2367.7356029661933,"INR 2,183"
PR002363,04/01/2026,mandi_026,Ferozepur,mustard,5557.621357002578,"INR 6,518",6037.59,"Rs. 5,650"
PR008811,19/07/2026,mandi034,Karnal,धान,"₹1,875.31","INR 2,330","INR 2,103","Rs. 2,183"
PR010888,2026-03-14,MANDI-046,Ambala,Sarso,5069.91,"INR 6,115",5592.63,
PR001207,30-Aug-2026,,Amritsar,GEHUN,"Rs. 2,370","₹2,609.80","2,489.90/-","₹2,275.00"
PR005987,2026/08/15,MANDI055,Sirsa,Sugarcane,"₹3,168.05",3830.82,"3,499.44/-","Rs. 3,500"
PR000350,12/08/2026,MANDI029,Ferozepur,Mustard,5036.24,"Rs. 5,723","₹5,379.51","INR 5,650"
PR009645,2026/01/09,mandi038,,Dhaan,"INR 1,912","2,038.75/-","₹1,975.25","INR 2,183"
PR006482,2026/03/25,MANDI049,Jalandhar,cotton,6735.651610120605,"INR 7,718","INR 7,227",6620
PR009141,2026-03-14,mandi_003,Karnal,WHEAT,"Rs. 2,383",2690.24,2536.66,"Rs. 2,275"
PR000762,2026-06-24,MANDI-024,,गन्ना,"₹3,034.97",3606.764288032432,"3,320.87/-",3500
PR008429,2026/06/26,mandi_031,Ludhiana,Mustard,"INR 5,408","₹5,989.09",5698.76,"Rs. 5,650"
PR002485,03.01.2026,MANDI020,Ferozepur,mustard,5893.8,,6238.51,"5,650.00/-"
PR010325,08.04.2026,MANDI040,Amritsar,Paddy,"₹2,077.56",2555.377949786156,"INR 2,316",2183
PR000821,06-Jul-2026,MANDI012,Ludhiana,GEHUN,"2,136.15/-","Rs. 2,594","₹2,364.89",
PR003354,2026/04/20,mandi_038,Karnal,Ganna,"INR 3,091","₹3,300.83",3196.15,
PR001711,2026-03-29,,Ludhiana,Ganne,3385.43,"3,749.31/-",3567.370160735434,3500
PR003073,2026/03/23,,Kurukshetra,Cotton,"INR 5,947","Rs. 6,556","6,251.75/-",6620
PR003915,12/02/2026,mandi_004,Ambala,mustard,,"Rs. 5,912","₹5,533.62","Rs. 5,650"
PR011448,06-Aug-2026,MANDI042,,Cotton,5716.44,"7,095.27/-","₹6,405.85",
PR003564,2026/04/26,015,Fatehabad,मक्का,,"Rs. 2,334","Rs. 2,115",
PR007360,2026/02/23,MANDI033,Hisar,Sarso,"INR 5,614","Rs. 6,851","6,232.37/-","Rs. 5,650"
PR001064,08-30-2026,mandi032,Hisar,WHEAT,"2,127.26/-","INR 2,540","₹2,333.50","2,275.00/-"
PR008766,07/08/2026,MANDI-040,Sirsa,Dhaan,2255.903205740839,"₹2,442.29","₹2,349.10","2,183.00/-"
PR005079,23-Jun-2026,MANDI024,Ludhiana,गन्ना,"INR 3,577","INR 4,269","₹3,922.96","INR 3,500"
PR000154,04-08-2026,MANDI001,Ferozepur,Sarson,"Rs. 4,952",5910.21,"5,431.35/-",5650
PR005129,24/01/2026,M041,Ferozepur,गेहूं,"Rs. 2,280","₹2,595.92",,"INR 2,275"
PR008808,27-Jun-2026,mandi_016,Karnal,GEHUN,"INR 2,178","2,596.86/-",2387.64,"Rs. 2,275"
PR009200,19.06.2026,MANDI013,Kurukshetra,Corn,"₹1,933.79","₹2,215.83","Rs. 2,075","Rs. 2,090"
PR011020,11-Mar-2026,MANDI024,Ambala,मक्का,"INR 1,793","Rs. 1,914",1853.511648520263,
PR002292,08-26-2026,MANDI-056,Jalandhar,Ganne,3466.99,"Rs. 4,255","Rs. 3,861","INR 3,500"
PR002632,2026/08/04,mandi002,Bathinda,चावल,1883.9,"2,092.72/-","₹1,988.31","Rs. 2,183"
PR010910,08-Aug-2026,mandi_005,Kurukshetra,Sarso,5876.26,"INR 6,808","6,341.90/-",5650
PR007390,08-17-2026,MANDI-047,Sirsa,Makka,"INR 2,013","₹2,315.64",2164.49,"₹2,090.00"
PR000398,06/05/2026,MANDI021,Sirsa,Cotton,,,"₹7,050.39","₹6,620.00"
PR007115,2026/06/03,M021,Sirsa,Ganne,3545.42,3871.26,"INR 3,708",3500
PR010170,2026-03-22,MANDI-001,Ludhiana,Rice,1917.75,2373.14,,2183
PR011343,2026-05-25,mandi_007,,Narma,"Rs. 6,138","₹6,657.59",6398.028734083424,"₹6,620.00"
PR004768,18.04.2026,MANDI029,Sirsa,Sarson,"₹5,728.80",6432.37,"6,080.59/-",5650
PR010882,2026/03/18,,Hisar,Wheat,"INR 2,326","INR 2,626","Rs. 2,476",2275
PR002386,2026-03-11,MANDI042,Ludhiana,Maize,"₹2,145.70",2336.27,,2090
PR000737,08-Sep-2026,,,Ganne,"₹3,270.77","INR 3,485","₹3,377.93",3500
PR001802,09/01/2026,MANDI-019,Sirsa,गेहूं,"Rs. 2,160",2573.59,2366.86,2275
PR003407,2026/04/13,004,Kurukshetra,mustard,"INR 5,885","INR 6,516","₹6,200.46","INR 5,650"
PR008830,2026/02/26,MANDI002,Kurukshetra,Ganne,3244.55,"INR 3,980","₹3,612.49",
PR010740,26/02/2026,,Amritsar,mustard,"INR 5,401","6,463.12/-",5931.89,5650
PR010059,02.04.2026,MANDI-016,Kurukshetra,sugarcane,"3,052.86/-","3,591.23/-","₹3,322.05","INR 3,500"
PR010566,30/06/2026,MANDI056,Hisar,Sarso,5121.37,"5,516.87/-","₹5,319.12","5,650.00/-"
PR009239,06-01-2026,mandi038,Kurukshetra,Dhaan,2162.866848374107,"2,576.40/-",2369.63,"₹2,183.00"
PR009981,04-11-2026,M046,Amritsar,wheat,"₹2,371.00","2,528.56/-",,2275
PR011834,25-Apr-2026,,Ferozepur,GEHUN,"INR 2,068","INR 2,182","INR 2,125","2,275.00/-"
PR000185,2026/04/17,MANDI027,Ferozepur,Mustard,5296.86,"Rs. 6,015","INR 5,656",5650
PR010413,01-16-2026,MANDI017,Amritsar,मक्का,"INR 1,780","₹2,022.88","1,901.43/-","₹2,090.00"
PR007663,2026-02-01,mandi039,,wheat,"2,205.20/-","₹2,582.91","₹2,394.05","₹2,275.00"
PR008922,25-Mar-2026,MANDI005,,Kapas,"₹5,881.02",6465.29531014507,"INR 6,173","₹6,620.00"
PR008619,16/03/2026,MANDI054,Hisar,Maize,2040.7,"Rs. 2,291","2,165.65/-","Rs. 2,090"
PR011616,08/05/2026,MANDI044,Sirsa,Corn,"1,829.81/-","Rs. 2,035",1932.2400218168784,2090
PR004619,02-Aug-2026,MANDI005,Ludhiana,Makki,2161.03,"₹2,658.95","₹2,409.99",
PR003705,02/04/2026,MANDI038,Ambala,sugarcane,"INR 3,639","INR 4,089","3,863.62/-",
PR000443,06/07/2026,MANDI036,Jalandhar,धान,2176.7299856714517,"INR 2,711","₹2,444.10","INR 2,183"
PR001103,20-Jul-2026,mandi002,Jalandhar,Makki,1921.1087636392806,2092.42,"INR 2,007","2,090.00/-"
PR001441,2026-07-28,M045,Fatehabad,paddy,"₹2,010.48",2465.99,"₹2,238.24",2183
PR008873,2026-08-22,MANDI020,Ferozepur,मक्का,"₹2,169.51",2470.5010724706826,"2,320.00/-",
PR006126,2026/03/30,M047,Kurukshetra,Makki,"Rs. 2,062","Rs. 2,307",2184.28,"₹2,090.00"
PR007334,08-15-2026,mandi_007,Hisar,Sugarcane,"Rs. 3,666","₹3,929.88","INR 3,798","₹3,500.00"
PR005722,2026/02/09,M043,Moga,Wheat,2380.84,2867.61,"INR 2,624","INR 2,275"
PR001409,06/02/2026,M011,Ludhiana,Sugarcane,"INR 3,121",3415.38,,"3,500.00/-"
PR007077,08/05/2026,M013,Ludhiana,wheat,"1,998.93/-","Rs. 2,273",2136.04,2275
PR004437,2026-03-21,M020,Ambala,Makki,"₹1,841.60","1,971.35/-","1,906.47/-","INR 2,090"
PR006408,2026-02-15,M036,Ludhiana,Kapas,"Rs. 6,612","₹8,039.26",7325.58,6620
PR005037,2026-04-11,MANDI-013,Moga,गन्ना,3217.46,"₹3,992.19",3604.82,3500
PR007960,2026/06/06,mandi_056,Karnal,Maize,"Rs. 2,128","₹2,341.46","₹2,234.68",2090
PR010393,04-24-2026,MANDI033,Ambala,Cotton,"₹6,902.91","₹8,482.89",7692.9,"₹6,620.00"
PR010632,24-Jul-2026,,Ferozepur,Sugarcane,3188.0799965537653,"₹3,932.47",3560.28,"Rs. 3,500"
PR010174,03-24-2026,,Amritsar,Ganne,3126.090116876892,"₹3,705.68",3415.88,3500
PR010074,01-Mar-2026,mandi036,Ludhiana,Ganna,"INR 3,541","4,149.25/-","3,845.15/-",
PR010444,03.07.2026,MANDI052,Amritsar,Ganna,3126.56,3658.35,3392.45,3500
PR009183,23/01/2026,mandi_047,Ferozepur,corn,1799.69,"Rs. 2,030","₹1,915.04",2090
PR008460,27-Feb-2026,mandi015,Patiala,Sugarcane,"₹3,628.15","INR 3,970","INR 3,799","INR 3,500"
PR009584,27-Jan-2026,MANDI010,Sirsa,Paddy,"₹2,020.30","₹2,288.65",2154.47,
PR006056,07.03.2026,MANDI017,Ferozepur,Sugarcane,"₹3,651.51",4235.237928491489,"Rs. 3,943",
PR005151,2026/08/24,M001,Ludhiana,गन्ना,3186.36,"₹3,610.78",3398.57,3500
PR004624,2026/06/28,mandi_004,Ludhiana,Basmati,2242.69,"Rs. 2,714","INR 2,479","₹2,183.00"
PR003250,15-Feb-2026,MANDI028,,Sugarcane,"INR 3,509",4305.82,"₹3,907.19","₹3,500.00"
PR007710,2026/06/04,,Ambala,GEHUN,"2,050.77/-",,"INR 2,167","₹2,275.00"
PR008327,2026/04/05,MANDI032,Amritsar,Chawal,1899.87,2074.65,1987.26,"₹2,183.00"
PR010961,21-Jun-2026,mandi_026,Ferozepur,Ganne,"3,558.71/-","Rs. 3,925","INR 3,742","Rs. 3,500"
